ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0071498	BP	GO:0071498	cellular response to fluid shear stress	3/337	21/20973	0.00441192404057097	0.0446107241718873	0.034879104973044	ENSG00000087245/ENSG00000170873/ENSG00000178209	3
GO:0002532	BP	GO:0002532	production of molecular mediator involved in inflammatory response	7/337	127/20973	0.0044895212254641	0.0449297470332984	0.0351285345009998	ENSG00000030582/ENSG00000132965/ENSG00000150593/ENSG00000158714/ENSG00000172243/ENSG00000177663/ENSG00000186818	7
GO:0015698	BP	GO:0015698	inorganic anion transport	9/337	197/20973	0.00471295366796542	0.0470451615500487	0.0367824813122406	ENSG00000050438/ENSG00000053918/ENSG00000154122/ENSG00000169403/ENSG00000171488/ENSG00000171631/ENSG00000172216/ENSG00000181045/ENSG00000221955	9
GO:0045598	BP	GO:0045598	regulation of fat cell differentiation	8/337	162/20973	0.00476747440833863	0.0471364423237742	0.0368538496154433	ENSG00000105329/ENSG00000112033/ENSG00000115738/ENSG00000150907/ENSG00000172216/ENSG00000174600/ENSG00000185650/ENSG00000186480	8
GO:1905954	BP	GO:1905954	positive regulation of lipid localization	6/337	97/20973	0.00478248300287333	0.0471364423237742	0.0368538496154433	ENSG00000123384/ENSG00000124406/ENSG00000141655/ENSG00000144909/ENSG00000151726/ENSG00000182718	6
GO:0002819	BP	GO:0002819	regulation of adaptive immune response	11/337	273/20973	0.00485628718012665	0.0476347991311395	0.0372434922343604	ENSG00000010610/ENSG00000028137/ENSG00000105329/ENSG00000106546/ENSG00000113916/ENSG00000117091/ENSG00000121807/ENSG00000161955/ENSG00000172175/ENSG00000172243/ENSG00000186818	11
GO:0008217	BP	GO:0008217	regulation of blood pressure	9/337	198/20973	0.00486966047997045	0.0476347991311395	0.0372434922343604	ENSG00000053918/ENSG00000071242/ENSG00000115738/ENSG00000118515/ENSG00000121064/ENSG00000164116/ENSG00000166825/ENSG00000169403/ENSG00000174059	9
GO:2001257	BP	GO:2001257	regulation of cation channel activity	9/337	198/20973	0.00486966047997045	0.0476347991311395	0.0372434922343604	ENSG00000053918/ENSG00000108691/ENSG00000112038/ENSG00000121807/ENSG00000124942/ENSG00000145349/ENSG00000165995/ENSG00000171631/ENSG00000182389	9
GO:0072538	BP	GO:0072538	T-helper 17 type immune response	4/337	43/20973	0.00493367452292512	0.047858014295278	0.0374180140625999	ENSG00000160712/ENSG00000172175/ENSG00000172243/ENSG00000177663	4
GO:0000768	BP	GO:0000768	syncytium formation by plasma membrane fusion	5/337	69/20973	0.00504547133669383	0.048058152767822	0.0375744932707407	ENSG00000010278/ENSG00000011600/ENSG00000107957/ENSG00000138119/ENSG00000143119	5
GO:0010611	BP	GO:0010611	regulation of cardiac muscle hypertrophy	5/337	69/20973	0.00504547133669383	0.048058152767822	0.0375744932707407	ENSG00000028137/ENSG00000145349/ENSG00000150907/ENSG00000154229/ENSG00000160789	5
GO:0140253	BP	GO:0140253	cell-cell fusion	5/337	69/20973	0.00504547133669383	0.048058152767822	0.0375744932707407	ENSG00000010278/ENSG00000011600/ENSG00000107957/ENSG00000138119/ENSG00000143119	5
GO:0030667	CC	GO:0030667	secretory granule membrane	36/340	379/21993	2.96510847548542e-18	1.03482285794441e-15	8.4583620721742e-16	ENSG00000010278/ENSG00000011422/ENSG00000011600/ENSG00000014257/ENSG00000028137/ENSG00000041353/ENSG00000059804/ENSG00000122861/ENSG00000122986/ENSG00000124406/ENSG00000129226/ENSG00000129450/ENSG00000131042/ENSG00000131981/ENSG00000137462/ENSG00000139278/ENSG00000140284/ENSG00000140678/ENSG00000142185/ENSG00000143119/ENSG00000149177/ENSG00000151651/ENSG00000158869/ENSG00000160255/ENSG00000165168/ENSG00000166825/ENSG00000167613/ENSG00000168461/ENSG00000169403/ENSG00000169896/ENSG00000170458/ENSG00000171051/ENSG00000197081/ENSG00000204577/ENSG00000257335/ENSG00000258227	36
GO:0045121	CC	GO:0045121	membrane raft	23/340	378/21993	2.79557007229999e-08	1.46322569076861e-06	1.19600109243943e-06	ENSG00000010610/ENSG00000028137/ENSG00000043462/ENSG00000053918/ENSG00000076641/ENSG00000090339/ENSG00000101336/ENSG00000107731/ENSG00000110079/ENSG00000110395/ENSG00000112038/ENSG00000117091/ENSG00000124942/ENSG00000137462/ENSG00000138119/ENSG00000141458/ENSG00000160255/ENSG00000165029/ENSG00000166340/ENSG00000169896/ENSG00000170458/ENSG00000182718/ENSG00000188906	23
GO:0098857	CC	GO:0098857	membrane microdomain	23/340	379/21993	2.93483662904878e-08	1.46322569076861e-06	1.19600109243943e-06	ENSG00000010610/ENSG00000028137/ENSG00000043462/ENSG00000053918/ENSG00000076641/ENSG00000090339/ENSG00000101336/ENSG00000107731/ENSG00000110079/ENSG00000110395/ENSG00000112038/ENSG00000117091/ENSG00000124942/ENSG00000137462/ENSG00000138119/ENSG00000141458/ENSG00000160255/ENSG00000165029/ENSG00000166340/ENSG00000169896/ENSG00000170458/ENSG00000182718/ENSG00000188906	23
GO:0030139	CC	GO:0030139	endocytic vesicle	25/340	471/21993	9.89961076445084e-08	4.31870519599168e-06	3.52999278574497e-06	ENSG00000010278/ENSG00000010327/ENSG00000010610/ENSG00000116701/ENSG00000122986/ENSG00000123384/ENSG00000124882/ENSG00000132669/ENSG00000135047/ENSG00000137462/ENSG00000145349/ENSG00000148180/ENSG00000151651/ENSG00000156675/ENSG00000157483/ENSG00000165029/ENSG00000165168/ENSG00000168461/ENSG00000170873/ENSG00000177575/ENSG00000179344/ENSG00000196735/ENSG00000197081/ENSG00000197629/ENSG00000276600	25
GO:0005925	CC	GO:0005925	focal adhesion	25/340	480/21993	1.41847043588554e-07	5.50051313471171e-06	4.49597062134482e-06	ENSG00000010278/ENSG00000011422/ENSG00000031081/ENSG00000090339/ENSG00000099250/ENSG00000101336/ENSG00000106991/ENSG00000110031/ENSG00000110395/ENSG00000112038/ENSG00000122861/ENSG00000123384/ENSG00000124942/ENSG00000129116/ENSG00000136205/ENSG00000138639/ENSG00000139626/ENSG00000145819/ENSG00000148180/ENSG00000157227/ENSG00000160255/ENSG00000176105/ENSG00000178209/ENSG00000197081/ENSG00000275342	25
GO:0098636	CC	GO:0098636	protein complex involved in cell adhesion	8/340	43/21993	2.7196989258226e-07	8.62886295556442e-06	7.0529991282098e-06	ENSG00000011422/ENSG00000122861/ENSG00000135424/ENSG00000139626/ENSG00000140678/ENSG00000144668/ENSG00000160255/ENSG00000169896	8
GO:0008305	CC	GO:0008305	integrin complex	6/340	31/21993	6.93996727564183e-06	0.000173003469942786	0.000141408355766837	ENSG00000135424/ENSG00000139626/ENSG00000140678/ENSG00000144668/ENSG00000160255/ENSG00000169896	6
GO:0002102	CC	GO:0002102	podosome	6/340	33/21993	1.01711880852275e-05	0.00023664964278296	0.000193431015515555	ENSG00000107957/ENSG00000110031/ENSG00000129116/ENSG00000148180/ENSG00000151651/ENSG00000174705	6
GO:0005770	CC	GO:0005770	late endosome	16/340	327/21993	5.51145077143503e-05	0.00113146842307696	0.000924831677435847	ENSG00000030582/ENSG00000041353/ENSG00000053918/ENSG00000100600/ENSG00000103811/ENSG00000121966/ENSG00000129226/ENSG00000135047/ENSG00000141458/ENSG00000144909/ENSG00000145416/ENSG00000161011/ENSG00000182718/ENSG00000188906/ENSG00000197081/ENSG00000276600	16
GO:0005802	CC	GO:0005802	trans-Golgi network	15/340	332/21993	0.000224077490927787	0.00434461357409988	0.0035511695930661	ENSG00000030582/ENSG00000110077/ENSG00000120708/ENSG00000124406/ENSG00000145416/ENSG00000148680/ENSG00000166927/ENSG00000168461/ENSG00000179344/ENSG00000186088/ENSG00000187210/ENSG00000188906/ENSG00000196735/ENSG00000197081/ENSG00000276600	15
GO:0005767	CC	GO:0005767	secondary lysosome	4/340	22/21993	0.000329359092803771	0.00574731616942581	0.00469770074472748	ENSG00000116701/ENSG00000151651/ENSG00000161011/ENSG00000188906	4
GO:0005775	CC	GO:0005775	vacuolar lumen	11/340	207/21993	0.000398540695158696	0.00662336679097071	0.00541376082145397	ENSG00000030582/ENSG00000038427/ENSG00000093072/ENSG00000100600/ENSG00000107798/ENSG00000135047/ENSG00000164733/ENSG00000166340/ENSG00000182718/ENSG00000196743/ENSG00000216490	11
GO:1905286	CC	GO:1905286	serine-type peptidase complex	3/340	11/21993	0.000551093293724808	0.00836224171782425	0.00683507014185002	ENSG00000011422/ENSG00000122861/ENSG00000178726	3
GO:0044853	CC	GO:0044853	plasma membrane raft	8/340	128/21993	0.000861385154228118	0.0122883741453507	0.0100441845676068	ENSG00000043462/ENSG00000101336/ENSG00000110079/ENSG00000110395/ENSG00000138119/ENSG00000160255/ENSG00000169896/ENSG00000188906	8
GO:0001726	CC	GO:0001726	ruffle	10/340	193/21993	0.000880256027603918	0.0122883741453507	0.0100441845676068	ENSG00000042493/ENSG00000065989/ENSG00000114541/ENSG00000129116/ENSG00000146192/ENSG00000146376/ENSG00000149177/ENSG00000151491/ENSG00000156011/ENSG00000170873	10
GO:1990531	CC	GO:1990531	phospholipid-translocating ATPase complex	3/340	13/21993	0.000933533864034027	0.012530896867226	0.0102424160790778	ENSG00000124406/ENSG00000145246/ENSG00000206190	3
GO:0036019	CC	GO:0036019	endolysosome	4/340	32/21993	0.0014336917686696	0.017126413156765	0.0139986667636354	ENSG00000100600/ENSG00000135047/ENSG00000164733/ENSG00000186815	4
GO:0098562	CC	GO:0098562	cytoplasmic side of membrane	10/340	209/21993	0.00160276320887524	0.0180440116095954	0.0147486869135888	ENSG00000101336/ENSG00000127946/ENSG00000156299/ENSG00000170873/ENSG00000176105/ENSG00000182389/ENSG00000186818/ENSG00000188822/ENSG00000188906/ENSG00000196743	10
GO:0031904	CC	GO:0031904	endosome lumen	4/340	37/21993	0.0024783940179994	0.0254399856553468	0.0207939560024099	ENSG00000100600/ENSG00000103811/ENSG00000135047/ENSG00000164733	4
GO:0031252	CC	GO:0031252	cell leading edge	15/340	452/21993	0.00478627146268753	0.0451461821750796	0.0369012678915596	ENSG00000031081/ENSG00000042493/ENSG00000065989/ENSG00000082397/ENSG00000112038/ENSG00000114541/ENSG00000121966/ENSG00000129116/ENSG00000146192/ENSG00000146376/ENSG00000148180/ENSG00000149177/ENSG00000151491/ENSG00000156011/ENSG00000170873	15
GO:0005543	MF	GO:0005543	phospholipid binding	25/339	485/20738	4.79481345815687e-07	0.000155120814661268	0.000125168049021046	ENSG00000039319/ENSG00000042493/ENSG00000048471/ENSG00000053918/ENSG00000085449/ENSG00000107957/ENSG00000111344/ENSG00000127946/ENSG00000138119/ENSG00000145819/ENSG00000146070/ENSG00000146192/ENSG00000148180/ENSG00000157483/ENSG00000159733/ENSG00000163625/ENSG00000165029/ENSG00000166340/ENSG00000169403/ENSG00000170873/ENSG00000174705/ENSG00000182718/ENSG00000184060/ENSG00000186074/ENSG00000186815	25
GO:0005178	MF	GO:0005178	integrin binding	14/339	168/20738	7.2421336440556e-07	0.000155120814661268	0.000125168049021046	ENSG00000010278/ENSG00000090339/ENSG00000120708/ENSG00000135424/ENSG00000136235/ENSG00000139626/ENSG00000140678/ENSG00000144668/ENSG00000154229/ENSG00000157168/ENSG00000157227/ENSG00000160255/ENSG00000160593/ENSG00000169896	14
GO:0004896	MF	GO:0004896	cytokine receptor activity	11/339	100/20738	7.34010164012309e-07	0.000155120814661268	0.000125168049021046	ENSG00000010610/ENSG00000103522/ENSG00000110324/ENSG00000121807/ENSG00000121966/ENSG00000122025/ENSG00000160712/ENSG00000160791/ENSG00000163823/ENSG00000174600/ENSG00000177663	11
GO:0019955	MF	GO:0019955	cytokine binding	13/339	155/20738	1.68078224018663e-06	0.000266403985069581	0.000214963202297554	ENSG00000010610/ENSG00000028137/ENSG00000099250/ENSG00000106991/ENSG00000110324/ENSG00000121807/ENSG00000121966/ENSG00000136689/ENSG00000141655/ENSG00000160712/ENSG00000160791/ENSG00000163823/ENSG00000182578	13
GO:0001618	MF	GO:0001618	virus receptor activity	10/339	93/20738	2.89996766576446e-06	0.000289713109822859	0.00023377149489276	ENSG00000010610/ENSG00000090339/ENSG00000114013/ENSG00000121966/ENSG00000139626/ENSG00000141458/ENSG00000160791/ENSG00000166825/ENSG00000258227/ENSG00000260314	10
GO:0140272	MF	GO:0140272	exogenous protein binding	10/339	94/20738	3.19872518731863e-06	0.000289713109822859	0.00023377149489276	ENSG00000010610/ENSG00000090339/ENSG00000114013/ENSG00000121966/ENSG00000139626/ENSG00000141458/ENSG00000160791/ENSG00000166825/ENSG00000258227/ENSG00000260314	10
GO:0005096	MF	GO:0005096	GTPase activator activity	17/339	303/20738	1.13437795121324e-05	0.00089899452633649	0.000725404847749517	ENSG00000031081/ENSG00000075391/ENSG00000099250/ENSG00000111344/ENSG00000116991/ENSG00000128512/ENSG00000132669/ENSG00000133121/ENSG00000138639/ENSG00000138835/ENSG00000145819/ENSG00000146376/ENSG00000159842/ENSG00000177606/ENSG00000184060/ENSG00000188906/ENSG00000196935	17
GO:0038024	MF	GO:0038024	cargo receptor activity	9/339	88/20738	1.37752141095407e-05	0.00097038730504987	0.000783012170437053	ENSG00000010327/ENSG00000123384/ENSG00000136960/ENSG00000160255/ENSG00000161944/ENSG00000165029/ENSG00000169896/ENSG00000177575/ENSG00000260314	9
GO:0015026	MF	GO:0015026	coreceptor activity	7/339	51/20738	1.83004203284315e-05	0.00105476968074778	0.000851100888001695	ENSG00000010610/ENSG00000099250/ENSG00000106991/ENSG00000114013/ENSG00000121966/ENSG00000154589/ENSG00000160791	7
GO:0001637	MF	GO:0001637	G protein-coupled chemoattractant receptor activity	5/339	26/20738	5.62050186535871e-05	0.00237559878842495	0.00191688695197497	ENSG00000121807/ENSG00000121966/ENSG00000160791/ENSG00000163823/ENSG00000174600	5
GO:0004950	MF	GO:0004950	chemokine receptor activity	5/339	26/20738	5.62050186535871e-05	0.00237559878842495	0.00191688695197497	ENSG00000121807/ENSG00000121966/ENSG00000160791/ENSG00000163823/ENSG00000174600	5
GO:0038187	MF	GO:0038187	pattern recognition receptor activity	5/339	26/20738	5.62050186535871e-05	0.00237559878842495	0.00191688695197497	ENSG00000137462/ENSG00000154589/ENSG00000169403/ENSG00000170458/ENSG00000172243	5
GO:0003779	MF	GO:0003779	actin binding	20/339	472/20738	0.00010908547865638	0.00406824667459675	0.00328269613789477	ENSG00000007237/ENSG00000042493/ENSG00000082397/ENSG00000121966/ENSG00000127946/ENSG00000129116/ENSG00000130396/ENSG00000133816/ENSG00000139354/ENSG00000148180/ENSG00000151491/ENSG00000157483/ENSG00000157827/ENSG00000160791/ENSG00000165959/ENSG00000165995/ENSG00000170873/ENSG00000178209/ENSG00000188906/ENSG00000248905	20
GO:0030246	MF	GO:0030246	carbohydrate binding	15/339	301/20738	0.000140456949984426	0.00494720590500702	0.00399193436797844	ENSG00000038427/ENSG00000059804/ENSG00000106991/ENSG00000112297/ENSG00000129450/ENSG00000131981/ENSG00000132514/ENSG00000136960/ENSG00000161944/ENSG00000172243/ENSG00000174059/ENSG00000197081/ENSG00000257335/ENSG00000258227/ENSG00000260314	15
GO:0001846	MF	GO:0001846	opsonin binding	4/339	19/20738	0.000223914277787418	0.00747166590090648	0.00602893844901303	ENSG00000155659/ENSG00000160255/ENSG00000169896/ENSG00000172243	4
GO:0043394	MF	GO:0043394	proteoglycan binding	5/339	39/20738	0.000413396294038076	0.013104662521007	0.0105742420475003	ENSG00000093072/ENSG00000123384/ENSG00000135047/ENSG00000136235/ENSG00000164733	5
GO:0016176	MF	GO:0016176	superoxide-generating NADPH oxidase activator activity	3/339	11/20738	0.000648076585952579	0.0171200231455806	0.0138142640689892	ENSG00000107957/ENSG00000116701/ENSG00000174705	3
GO:0035325	MF	GO:0035325	Toll-like receptor binding	3/339	12/20738	0.000853666747592979	0.0216489887189579	0.0174687174454816	ENSG00000137462/ENSG00000154589/ENSG00000163220	3
GO:0140326	MF	GO:0140326	ATPase-coupled intramembrane lipid transporter activity	4/339	29/20738	0.00120630359636798	0.0283333066394511	0.0228623394102162	ENSG00000124406/ENSG00000145246/ENSG00000165029/ENSG00000206190	4
GO:0001540	MF	GO:0001540	amyloid-beta binding	7/339	99/20738	0.00120662346887252	0.0283333066394511	0.0228623394102162	ENSG00000101439/ENSG00000123384/ENSG00000131042/ENSG00000137462/ENSG00000160255/ENSG00000169896/ENSG00000186088	7
GO:0005035	MF	GO:0005035	death receptor activity	3/339	14/20738	0.00137856265847578	0.0312145973383444	0.0251872726323018	ENSG00000028137/ENSG00000120889/ENSG00000141655	3
GO:0036041	MF	GO:0036041	long-chain fatty acid binding	3/339	15/20738	0.00170244344907495	0.0359783048904507	0.0290311409210676	ENSG00000112033/ENSG00000132965/ENSG00000163220	3
GO:0008238	MF	GO:0008238	exopeptidase activity	7/339	106/20738	0.0017930604732564	0.0366709787111148	0.0295900641766591	ENSG00000103811/ENSG00000104324/ENSG00000121064/ENSG00000135678/ENSG00000157227/ENSG00000166340/ENSG00000166825	7
GO:0005085	MF	GO:0005085	guanyl-nucleotide exchange factor activity	11/339	244/20738	0.00236251549958752	0.0440539654923084	0.0355474468358989	ENSG00000100055/ENSG00000107263/ENSG00000128512/ENSG00000131370/ENSG00000132669/ENSG00000136161/ENSG00000143344/ENSG00000146192/ENSG00000156011/ENSG00000156299/ENSG00000159842	11
GO:0046624	MF	GO:0046624	sphingolipid transporter activity	3/339	18/20738	0.00294432619223178	0.0492179580653064	0.0397143078527958	ENSG00000145246/ENSG00000165029/ENSG00000206190	3
GO:0032934	MF	GO:0032934	sterol binding	5/339	60/20738	0.0029662926185531	0.0492179580653064	0.0397143078527958	ENSG00000141458/ENSG00000144909/ENSG00000165029/ENSG00000169508/ENSG00000186480	5
GO:0001530	MF	GO:0001530	lipopolysaccharide binding	4/339	37/20738	0.0030276030986545	0.0492179580653064	0.0397143078527958	ENSG00000137462/ENSG00000154589/ENSG00000169403/ENSG00000170458	4
